,Unnamed: 0,Item Number,Product Title,Category,Level,reco5,title5,reco4,title4,reco3,title3,reco2,title2,reco1,title1
560,560,11144088,"Sensor® Black/Grey Windsor Upright Vacuum (11 in. x 12 in. x 46 in., 1 Vacuum/CS)",Janitorial Power Equipment-Soft Floor / Upholstery Machines-MISSING,,,,,,,,,,,
561,561,11135438,"Betco® Grey/Red Optima Xr Propane Burnisher Floor Waxing (21 in., 1 Burnisher/CS)",Janitorial Power Equipment-Hard Floor Machines-Walk Behind,,Chemicals-Cleaners-MISSING,,Janitorial Supplies-Brooms / Brushes / Dust Pans-Dusters,,"Towels, Tissues-Toilet Tissue-Standard Roll",,,,,
562,562,10031381,"Kleenex® 1-Ply White C-Fold Paper Towel (10.125 in. x 13.15 in., 150 Towels/PK, 2400 Towels/CS)","Towels, Tissues-Towels-C Fold",,Can Liners-High Density-MISSING,,Can Liners-Low Density-MISSING,,Chemicals-Cleaners-MISSING,,Chemicals-Laundry Products-MISSING,,Chemicals-Polishes / Waxes-MISSING,
563,563,10031387,"Cormatic® 1-Ply White Paper Towel Roll (8.25 in. x 702 ft., 700 Towels/PK, 6 PK/CS)","Towels, Tissues-Towels-Hard Wound Roll",,Can Liners-High Density-MISSING,,Can Liners-Low Density-MISSING,,Chemicals-Cleaners-MISSING,,Chemicals-Hard Floor Care-MISSING,,"Towels, Tissues-Toilet Tissue-Standard Roll",
564,564,10771731,"3M Easy Trap White Non-Woven Fiber Duster Sheets (8 in. x 6 in., 250-Piece)",Janitorial Supplies-Brooms / Brushes / Dust Pans-Dusters,Product,10631239,"Ecolab Orange QC 34 High Performance Floor Cleanser (44 oz., 1-Piece)",10100476,"Heritage 1.1-Mil 40-45-Gal Clear LLDPE Can Liners (40 in. x 46 in., 125-Piece)",10100437,"Heritage 0.5-Mil 20-30-Gal Clear LLDPE Can Liners (30 in. x 36 in., 250-Piece)",10099567,"Heritage 1.3-Mil 44-Gal Blue LLDPE Can Liners (37 in. x 50 in., 150-Piece)",10049674,"Compact® Coreless 2-Ply White Toilet Paper Roll (3.8 in. x 4 in., 1500 Tissues/PK, 18PK/CS)"
565,565,10774569,"O Dell® Heavy Duty Black Corn/Fiber Broom (1.13 in. x 42 in., 6-Piece)",Janitorial Supplies-Brooms / Brushes / Dust Pans-Brooms,,Chemicals-Bleach / Ammonia-MISSING,,Janitorial Supplies-Mops / Squeegees-Dust Mops,,Janitorial Supplies-Urinal Blocks / Screens-MISSING,,Personal Hygiene-Toilet Seat Covers-MISSING,,Personal Protection and Safety-Gloves-Nitrile,
566,566,10344833,"Tork® 2-Ply White Certified Compostable Perforated Roll Towel (11 in. x 63 ft., 84 Towels/RL, 30 RL/CS)","Towels, Tissues-Towels-Kitchen Roll",,Can Liners-High Density-MISSING,,Can Liners-Low Density Repro-MISSING,,"Towels, Tissues-Towels-Multi Fold",,Can Liners-Low Density-MISSING,,Chemicals-Cleaners-MISSING,
567,567,10771735,"3M Easy Trap White Sweep & Dust Sheets (5 in. x 6 in., 500-Piece)",Janitorial Supplies-Brooms / Brushes / Dust Pans-Dusters,,Chemicals-Cleaners-MISSING,,Can Liners-High Density-MISSING,,Chemicals-Laundry Products-MISSING,,Chemicals-Soft Floor / Upholstery Care-MISSING,,Janitorial Supplies-Mops / Squeegees-Dust Mops,
568,568,10774631,"O Dell® Beige/Yellow Angle Plastic Maxi Slant Brooms (12 in. x 54 in., 6-Piece)",Janitorial Supplies-Brooms / Brushes / Dust Pans-Brooms,,Chemicals-Bleach / Ammonia-MISSING,,Janitorial Supplies-Mops / Squeegees-Dust Mops,,Janitorial Supplies-Urinal Blocks / Screens-MISSING,,Personal Hygiene-Toilet Seat Covers-MISSING,,Personal Protection and Safety-Gloves-Nitrile,
569,569,10855767,"Pacific Blue Ultra™ 1-Ply Brown High-Capacity Paper Towel Roll (7.87 in. x 1150 ft., 1150 Towels/PK, 6 PK/CS)","Towels, Tissues-Towels-Hard Wound Roll",,Can Liners-High Density-MISSING,,Can Liners-Low Density-MISSING,,Chemicals-Cleaners-MISSING,,Chemicals-Hard Floor Care-MISSING,,"Towels, Tissues-Toilet Tissue-Standard Roll",
570,570,10343507,"Wypall® L30 White Heavy Duty Cleaning Towel (12.5 in. x 13.25 in., 1080 Towels/CS)",Wipers-Paper / Nonwoven-MISSING,,Bags-Bags Plastic-Individual Lay Flat,,Films-Stretch Films-Stretch Banding,,Personal Protection and Safety-Gloves-Nitrile,,"Towels, Tissues-Toilet Tissue-Standard Roll",,Uncoated Freesheet-Imaging-Cut / Digital,
571,571,11131121,"TENNANT® Black/Blue Compact High Performance Battery Rider Floor Machine (32 in., 1 Machine/CS)",Janitorial Power Equipment-Hard Floor Machines-Ride On,,,,,,,,,,,
572,572,11015932,"Rollpak Magnum® 1.4-Mil Black Widest Variety Can Liner Roll (38 in. x 58 in., 100-Piece)",Can Liners-Low Density-MISSING,,Uncoated Freesheet-Imaging-Cut / Digital,,Can Liners-High Density-MISSING,,Janitorial Supplies-Brooms / Brushes / Dust Pans-Dusters,,Janitorial Supplies-Mops / Squeegees-Wet Mops,,"Towels, Tissues-Toilet Tissue-Standard Roll",
573,573,10340629,"Scott White Essential High Capacity Paper Towel (8 in. x 950 ft., 6 RL/CS)","Towels, Tissues-Towels-Hard Wound Roll",Product,10762937,Suma Blue Diversey Pan Clean J-Fill Detergent (84.5 oz.),10905269,"Punita Leathers Dark Grey Bath Towel (30 in. x 60 in., 24-Piece)",10905268,"Punita Leathers Dark Grey Cotton Bath Mat (20 in. x 30.2 in., 36-Piece)",10568358,GOJO® Clear & Mild Foam Handwash,10396065,"Scott 2-Ply White 100% Recycled Fiber High-Capacity Toilet Tissue (3.55 in. x 1000 ft., 12 RL/CS)"
574,574,10311423,"Tork® White Universal H22 Singlefold Paper Hand Towel (9.1 in. x 10.25 in., 250 Towels/PK, 16 PK/CS)","Towels, Tissues-Towels-Single Fold",,"Towels, Tissues-Toilet Tissue-Jumbo Roll",,Food Service-Napkins-Dispensable,,Can Liners-Low Density Repro-MISSING,,Can Liners-Low Density-MISSING,,"Towels, Tissues-Towels-Hard Wound Roll",
575,575,10311424,"Tork® Natural Universal H22 Singlefold Paper Hand Towel (9.1 in. x 10.25 in., 250 Towels/PK, 16 PK/CS)","Towels, Tissues-Towels-Single Fold",,"Towels, Tissues-Toilet Tissue-Jumbo Roll",,Food Service-Napkins-Dispensable,,Can Liners-Low Density Repro-MISSING,,Can Liners-Low Density-MISSING,,"Towels, Tissues-Towels-Hard Wound Roll",
576,576,10481060,"Brawny® Professional P200 White 1/4-Fold Disposable Cleaning Towels (8 in. x 12.5 in., 148 Towels/PK, 20 PK/CS)",Wipers-Paper / Nonwoven-MISSING,,Bags-Bags Plastic-Individual Lay Flat,,Films-Stretch Films-Stretch Banding,,Personal Protection and Safety-Gloves-Nitrile,,"Towels, Tissues-Toilet Tissue-Standard Roll",,Uncoated Freesheet-Imaging-Cut / Digital,
577,577,10312241,"Envision® Jumbo White Bathroom Tissue (3.5 in. x 1000 ft., 8 Rolls/CS)","Towels, Tissues-Toilet Tissue-Jumbo Roll",,Can Liners-High Density-MISSING,,"Towels, Tissues-Towels-Hard Wound Roll",,Can Liners-Low Density-MISSING,,Personal Protection and Safety-Gloves-Nitrile,,Chemicals-Cleaners-MISSING,
578,578,10312246,"Pacific Blue Select™ 2-Ply White Jumbo Jr. Toilet Paper Roll (3.5 in. x 1000 ft., 1000 Tissues/PK, 8 PK/CS)","Towels, Tissues-Toilet Tissue-Jumbo Roll",,Can Liners-High Density-MISSING,,"Towels, Tissues-Towels-Hard Wound Roll",,Can Liners-Low Density-MISSING,,Personal Protection and Safety-Gloves-Nitrile,,Chemicals-Cleaners-MISSING,
579,579,10657665,"Tork® 1Ply White Universal H21 Paper Hand Towel Roll (7.8 in. x 1000 ft., 6 RL/CS)","Towels, Tissues-Towels-Hard Wound Roll",Product,10673811,"Sofpull® 2-Ply White High-Capacity Centerpull Toilet Paper Roll(5.25 in. x 8.4 in., 1000 Tissues/PK, 6 PK/CS)",10032876,"Tork® Natural Universal H21 Paper Hand Towel Roll (7.85 in. x 800 ft., 6 RL/CS)",20023040,"Tork® Xpress White Absorbent H2 Soft Multifold Hand Towel (9.1 in. x 9.5 in., 135 Towels/PK, 16 PK/CS)",10389081,"Tork® 2-Ply White Universal T22 Jumbo Toilet Paper Roll (3.48 in. x 1000 ft., 12 RL/CS)",10241505,"Ecolab® Purple QC A-456 II Multi Purpose Cleaner (44 oz., 1-Piece)"
580,580,10502968,"Wypall® L10 1-Ply White Light Cleaning Towels (10.25 in. x 12 in., 2250-Piece)",Wipers-Paper / Nonwoven-MISSING,,Bags-Bags Plastic-Individual Lay Flat,,Films-Stretch Films-Stretch Banding,,Personal Protection and Safety-Gloves-Nitrile,,"Towels, Tissues-Toilet Tissue-Standard Roll",,Uncoated Freesheet-Imaging-Cut / Digital,
581,581,10534400,"Sofpull® 1-Ply Brown Mechanical Paper Towel Roll (7.87 in. x 1000 ft., 1000 Towels/PK, 6 PK/CS)","Towels, Tissues-Towels-Hard Wound Roll",,Can Liners-High Density-MISSING,,Can Liners-Low Density-MISSING,,Chemicals-Cleaners-MISSING,,Chemicals-Hard Floor Care-MISSING,,"Towels, Tissues-Toilet Tissue-Standard Roll",
582,582,10510098,"Wypall® X70 White Medium Duty Cloth (12.5 in. x 13.4 in., 870 Cloths/CS)",Wipers-Paper / Nonwoven-MISSING,Product,10777269,"Spectaculoso™ Clear Multi-Purpose Cleaner (1 gal., 1-Piece)",10076998,GOJO® SUPRO MAX™ Hand Cleaner,10049812,"Scott 1-Ply White Hard Roll Towel (8.0 in. x 1000 ft., 12 RL/CS)",10942870,PURELL HEALTHY SOAP™ Gentle & Free Foam,10366590,"Scott 2-Ply White High-Capacity Jumbo Roll Toilet Tissue (3.55 in. x 1000 ft., 12 RL/CS)"
583,583,11084382,Huhtamaki White 5-Button Plastic Flat Lid (32 oz.),Food Service-Cups / Lids-Lids,,,,,,,,,,,
584,584,11083647,"Reliable Brand® Cherry Blue Non-Para Block Enzyme Urinal Screen (4 oz, 12-Piece)",Janitorial Supplies-Urinal Blocks / Screens-MISSING,Product,,,,,,,,,11010275,"Reliable Brand® Clear Luxury Foam System Hand Soap (1200 ml., 2 Bottles/CS)"
585,585,10504047,"Enmotion® 1-Ply Brown Paper Towel Roll (8.2 in. x 700 ft., 700 Towels/PK, 6 PK/CS)","Towels, Tissues-Towels-Hard Wound Roll",,Can Liners-High Density-MISSING,,Can Liners-Low Density-MISSING,,Chemicals-Cleaners-MISSING,,Chemicals-Hard Floor Care-MISSING,,"Towels, Tissues-Toilet Tissue-Standard Roll",
586,586,11090388,"Advenger® Rev™ Black/Grey Dual Random Orbit Floor Machine (28 in., 1 Machine/CS)",Janitorial Power Equipment-Hard Floor Machines-Ride On,,,,,,,,,,,
587,587,11084390,Huhtamaki Clear Plastic Flat Lid (2400-Piece),Food Service-Cups / Lids-Lids,,,,,,,,,,,
588,588,10507482,"Wypall® X70 White Medium Duty Cloth (9.8 in. x 13.4 in., 825 Cloths/CS)",Wipers-Paper / Nonwoven-MISSING,,Bags-Bags Plastic-Individual Lay Flat,,Films-Stretch Films-Stretch Banding,,Personal Protection and Safety-Gloves-Nitrile,,"Towels, Tissues-Toilet Tissue-Standard Roll",,Uncoated Freesheet-Imaging-Cut / Digital,
589,589,10097190,"Tradition® 1-Ply White Multifold Paper Towels (9.25 in. x 9.4 in., 250 Towels/PK, 4000 Towels/CS)","Towels, Tissues-Towels-Multi Fold",,Can Liners-High Density-MISSING,,Can Liners-Low Density Repro-MISSING,,Can Liners-Low Density-MISSING,,Chemicals-Cleaners-MISSING,,Chemicals-Hard Floor Care-MISSING,
590,590,10310636,"Heritage 19-Mic 40-45-Gal Blue HDPE Can Liners (40 in. x 48 in., 200-Piece)",Can Liners-High Density-MISSING,,Chemicals-Hard Floor Care-MISSING,,Janitorial Supplies-Urinal Blocks / Screens-MISSING,,Personal Hygiene-Personal Washcloths / Wipes / Cloth Towels-MISSING,,Personal Hygiene-Toilet Seat Covers-MISSING,,Skincare-Soaps / Hand Cleaners-MISSING,
591,591,10975092,"Advance® Black/Grey 36C Ride On Floor Machine (36 in., 1 Machine/CS)",Janitorial Power Equipment-Hard Floor Machines-Walk Behind,,Chemicals-Cleaners-MISSING,,Janitorial Supplies-Brooms / Brushes / Dust Pans-Dusters,,"Towels, Tissues-Toilet Tissue-Standard Roll",,,,,
592,592,11092572,"Clarke® Green/Black Autoscrubber Floor Machine (20 in., 1 Machine/CS)",Janitorial Power Equipment-Hard Floor Machines-Ride On,,,,,,,,,,,
593,593,10530357,"Wypall® X60 Blue Multi-Task Cleaning Cloth (19.6 in. x 13.4 in., 780 Cloths/CS)",Wipers-Paper / Nonwoven-MISSING,,Bags-Bags Plastic-Individual Lay Flat,,Films-Stretch Films-Stretch Banding,,Personal Protection and Safety-Gloves-Nitrile,,"Towels, Tissues-Toilet Tissue-Standard Roll",,Uncoated Freesheet-Imaging-Cut / Digital,
594,594,11118990,Steel-Flex® 0.95-Mil Black Low Density Can Liner Roll (36 in. x 58 in.),Can Liners-Low Density-MISSING,,Uncoated Freesheet-Imaging-Cut / Digital,,Can Liners-High Density-MISSING,,Janitorial Supplies-Brooms / Brushes / Dust Pans-Dusters,,Janitorial Supplies-Mops / Squeegees-Wet Mops,,"Towels, Tissues-Toilet Tissue-Standard Roll",
595,595,10530903,"Kleenex® 1-Ply White Towels Premier Kitchen Paper Roll Towel (11 in. x 10.4 in., 70 Towels/RL, 24 Rolls/CS)","Towels, Tissues-Towels-Single Fold",,"Towels, Tissues-Toilet Tissue-Jumbo Roll",,Food Service-Napkins-Dispensable,,Can Liners-Low Density Repro-MISSING,,Can Liners-Low Density-MISSING,,"Towels, Tissues-Towels-Hard Wound Roll",
596,596,11119005,"Berry® 1.75-Mil Clear Coreless Polyester Can Liner Roll (38 in. x 58 in., 100-Piece)",Can Liners-Low Density-MISSING,,Uncoated Freesheet-Imaging-Cut / Digital,,Can Liners-High Density-MISSING,,Janitorial Supplies-Brooms / Brushes / Dust Pans-Dusters,,Janitorial Supplies-Mops / Squeegees-Wet Mops,,"Towels, Tissues-Toilet Tissue-Standard Roll",
597,597,11119011,"Berry® 2.5-Mil Black Coreless Polyester Can Liner Roll (36 in. x 58 in., 50-Piece)",Can Liners-Low Density-MISSING,,Uncoated Freesheet-Imaging-Cut / Digital,,Can Liners-High Density-MISSING,,Janitorial Supplies-Brooms / Brushes / Dust Pans-Dusters,,Janitorial Supplies-Mops / Squeegees-Wet Mops,,"Towels, Tissues-Toilet Tissue-Standard Roll",
598,598,10501396,"Sani-Hands® II White Hand Sanitizer Wipes (7.5 in. x 6 in., 1-Piece)",Skincare-Sanitizers / Sanitizing Wipes-MISSING,,Can Liners-High Density-MISSING,,Can Liners-Low Density Repro-MISSING,,Janitorial Supplies-Mats / Matting-Specialty,,Janitorial Supplies-Urinal Blocks / Screens-MISSING,,Personal Hygiene-Toilet Seat Covers-MISSING,
599,599,10735785,19x13 114M 120# White Endurance® Digital Gloss Cover 94br 200/Pk 64Pk/Pl Edgc114rw,Coated Freesheet-C2S-Cut / Digital,,Cushioning-Bubble-Bundles,,Cushioning-Foam-in-Place-Foam-in-Bag,,"Towels, Tissues-Toilet Tissue-Standard Roll",,Personal Hygiene-Toilet Seat Covers-MISSING,,"Towels, Tissues-Towels-Hard Wound Roll",
600,600,10735786,19x13 76M 80# White Endurance® Digital Gloss Cover 94br 250/Pk 80Pk/Pl Edgc76rw,Coated Freesheet-C2S-Cut / Digital,,Cushioning-Bubble-Bundles,,Cushioning-Foam-in-Place-Foam-in-Bag,,"Towels, Tissues-Toilet Tissue-Standard Roll",,Personal Hygiene-Toilet Seat Covers-MISSING,,"Towels, Tissues-Towels-Hard Wound Roll",
601,601,10735787,19x25 219M 120# White Endurance® Gloss Cover 94br 125/Pk 54Pk/Pl 2627308,Coated Freesheet-C2S-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Uncoated Freesheet-Opaque-Cut / Digital,,Uncoated Freesheet-Opaque-Sheets,,,,,
602,602,10735788,19x25 219M 120# White Endurance® Gloss Cover 94br 6750/Sk 2627307,Coated Freesheet-C2S-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Uncoated Freesheet-Opaque-Cut / Digital,,Uncoated Freesheet-Opaque-Sheets,,,,,
603,603,10735789,20x14 108M 100# White Endurance® Digital Gloss Cv 94br 250/Pk 32Pk/Pl Edgc108rw,Coated Freesheet-C2S-Cut / Digital,,Cushioning-Bubble-Bundles,,Cushioning-Foam-in-Place-Foam-in-Bag,,"Towels, Tissues-Toilet Tissue-Standard Roll",,Personal Hygiene-Toilet Seat Covers-MISSING,,"Towels, Tissues-Towels-Hard Wound Roll",
604,604,10757002,20x26 200M 100# White Starbrite® Opaque Select Smooth Cover 5500/SK V01281,Uncoated Freesheet-Opaque-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Coated Freesheet-C2S-Sheets,,Wipers-Paper / Nonwoven-MISSING,,Personal Protection and Safety-Gloves-Nitrile,,Specialty-Envelopes-MISSING,
605,605,10755155,25x38 292M 80# White Starbrite® Opaque Select Smooth Cover 125/PK 28PK/PL V00459,Uncoated Freesheet-Opaque-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Coated Freesheet-C2S-Sheets,,Wipers-Paper / Nonwoven-MISSING,,Personal Protection and Safety-Gloves-Nitrile,,Specialty-Envelopes-MISSING,
606,606,10755156,28x40 280M 65# White Starbrite® Opaque Select Smooth Cover 125/PK 36PK/PL V00452,Uncoated Freesheet-Opaque-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Coated Freesheet-C2S-Sheets,,Wipers-Paper / Nonwoven-MISSING,,Personal Protection and Safety-Gloves-Nitrile,,Specialty-Envelopes-MISSING,
607,607,10755157,19x25 146M 80# White Starbrite® Opaque Select Smooth Cover 250/PK 28PK/PL V00454,Uncoated Freesheet-Opaque-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Coated Freesheet-C2S-Sheets,,Wipers-Paper / Nonwoven-MISSING,,Personal Protection and Safety-Gloves-Nitrile,,Specialty-Envelopes-MISSING,
608,608,10755158,26x40 320M 80# White Starbrite® Opaque Select Smooth Cover 125/PK 28PK/PL V00461,Uncoated Freesheet-Opaque-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Coated Freesheet-C2S-Sheets,,Wipers-Paper / Nonwoven-MISSING,,Personal Protection and Safety-Gloves-Nitrile,,Specialty-Envelopes-MISSING,
609,609,10734887,19x25 100M 100# White Endurance® Silk Text 95br 12500/Sk 2624093,Coated Freesheet-C2S-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Uncoated Freesheet-Opaque-Cut / Digital,,Uncoated Freesheet-Opaque-Sheets,,,,,
610,610,10755159,28x40 280M 65# White Starbrite® Opaque Select Smooth Cover 4500/SK V00453,Uncoated Freesheet-Opaque-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Coated Freesheet-C2S-Sheets,,Wipers-Paper / Nonwoven-MISSING,,Personal Protection and Safety-Gloves-Nitrile,,Specialty-Envelopes-MISSING,
611,611,10734889,19x25 100M 100# White Endurance® Gloss Text 94br 250/Pk 62Pk/Pl 2630738,Coated Freesheet-C2S-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Uncoated Freesheet-Opaque-Cut / Digital,,Uncoated Freesheet-Opaque-Sheets,,,,,
612,612,10755160,20x26 160M 80# White Starbrite® Opaque Select Smooth Cover 250/PK 28PK/PL V00456,Uncoated Freesheet-Opaque-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Coated Freesheet-C2S-Sheets,,Wipers-Paper / Nonwoven-MISSING,,Personal Protection and Safety-Gloves-Nitrile,,Specialty-Envelopes-MISSING,
613,613,10734890,19x25 146M 80# White Endurance® Gloss Cover 94br 250/Pk 40Pk/Pl 2624059,Coated Freesheet-C2S-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Uncoated Freesheet-Opaque-Cut / Digital,,Uncoated Freesheet-Opaque-Sheets,,,,,
614,614,10755161,25x38 365M 100# White Starbrite® Opaque Select Smooth Cover 125/PK 22PK/PL V00468,Uncoated Freesheet-Opaque-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Coated Freesheet-C2S-Sheets,,Wipers-Paper / Nonwoven-MISSING,,Personal Protection and Safety-Gloves-Nitrile,,Specialty-Envelopes-MISSING,
615,615,10755162,23x35 248M 80# White Starbrite® Opaque Select Smooth Cover 3500/SK V00458,Uncoated Freesheet-Opaque-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Coated Freesheet-C2S-Sheets,,Wipers-Paper / Nonwoven-MISSING,,Personal Protection and Safety-Gloves-Nitrile,,Specialty-Envelopes-MISSING,
616,616,10755163,25x38 365M 100# White Starbrite® Opaque Select Smooth Cover 2750/SK V00469,Uncoated Freesheet-Opaque-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Coated Freesheet-C2S-Sheets,,Wipers-Paper / Nonwoven-MISSING,,Personal Protection and Safety-Gloves-Nitrile,,Specialty-Envelopes-MISSING,
617,617,10755164,25x38 292M 80# White Starbrite® Opaque Select Smooth Cover 3500/SK V00460,Uncoated Freesheet-Opaque-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Coated Freesheet-C2S-Sheets,,Wipers-Paper / Nonwoven-MISSING,,Personal Protection and Safety-Gloves-Nitrile,,Specialty-Envelopes-MISSING,
618,618,10755165,26x40 400M 100# White Starbrite® Opaque Select Smooth Cover 2750/SK V00471,Uncoated Freesheet-Opaque-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Coated Freesheet-C2S-Sheets,,Wipers-Paper / Nonwoven-MISSING,,Personal Protection and Safety-Gloves-Nitrile,,Specialty-Envelopes-MISSING,
619,619,10755166,26x40 320M 80# White Starbrite® Opaque Select Smooth Cover 3500/SK V00462,Uncoated Freesheet-Opaque-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Coated Freesheet-C2S-Sheets,,Wipers-Paper / Nonwoven-MISSING,,Personal Protection and Safety-Gloves-Nitrile,,Specialty-Envelopes-MISSING,
620,620,10763620,29 1/2x20 3/4 103M 80# White Endurance® Digital Gloss Text 93br 8000/Sk V01320,Coated Freesheet-C2S-Cut / Digital,,Cushioning-Bubble-Bundles,,Cushioning-Foam-in-Place-Foam-in-Bag,,"Towels, Tissues-Toilet Tissue-Standard Roll",,Personal Hygiene-Toilet Seat Covers-MISSING,,"Towels, Tissues-Towels-Hard Wound Roll",
621,621,10763622,18x12 66M 80# White Endurance® Digital Gloss Cover 94br 20000/SK V01324,Coated Freesheet-C2S-Cut / Digital,,Cushioning-Bubble-Bundles,,Cushioning-Foam-in-Place-Foam-in-Bag,,"Towels, Tissues-Toilet Tissue-Standard Roll",,Personal Hygiene-Toilet Seat Covers-MISSING,,"Towels, Tissues-Towels-Hard Wound Roll",
622,622,10763625,19x13 76M 80# White Endurance® Digital Gloss Cover 94br 12000/Sk V01325,Coated Freesheet-C2S-Cut / Digital,,Cushioning-Bubble-Bundles,,Cushioning-Foam-in-Place-Foam-in-Bag,,"Towels, Tissues-Toilet Tissue-Standard Roll",,Personal Hygiene-Toilet Seat Covers-MISSING,,"Towels, Tissues-Towels-Hard Wound Roll",
623,623,10763634,29 1/2x20 3/4 129M 100# White Endurance® Digital Gloss Text 94br 7000/Sk V01323,Coated Freesheet-C2S-Cut / Digital,,Cushioning-Bubble-Bundles,,Cushioning-Foam-in-Place-Foam-in-Bag,,"Towels, Tissues-Toilet Tissue-Standard Roll",,Personal Hygiene-Toilet Seat Covers-MISSING,,"Towels, Tissues-Towels-Hard Wound Roll",
624,624,10763638,19x13 95M 100# White Endurance® Digital Gloss Cover 94br 12000/SK V01328,Coated Freesheet-C2S-Cut / Digital,,Cushioning-Bubble-Bundles,,Cushioning-Foam-in-Place-Foam-in-Bag,,"Towels, Tissues-Toilet Tissue-Standard Roll",,Personal Hygiene-Toilet Seat Covers-MISSING,,"Towels, Tissues-Towels-Hard Wound Roll",
625,625,10755586,23x29 98M 70# White Starbrite® Opaque Select Smooth Text 500/PK 14PK/PL V01260,Uncoated Freesheet-Opaque-Sheets,,Coated Freesheet-C2S-Cut / Digital,,Coated Freesheet-C2S-Sheets,,Wipers-Paper / Nonwoven-MISSING,,Personal Protection and Safety-Gloves-Nitrile,,Specialty-Envelopes-MISSING,
